r1	r2	sample	BC
CLL_05-76_S92_L001_R1_001.fastq.gz	CLL_05-76_S92_L001_R2_001.fastq.gz	CLL_05-76_S92_L001	KIBDXLYG
CLL_05-76_S93_L001_R1_001.fastq.gz	CLL_05-76_S93_L001_R2_001.fastq.gz	CLL_05-76_S93_L001	TBDIEXRS
CLL_05-76_S94_L006_R1_001.fastq.gz	CLL_05-76_S94_L006_R2_001.fastq.gz	CLL_05-76_S94_L006	SFKUQKZZ
CLL_05-76_S94_L007_R1_001.fastq.gz	CLL_05-76_S94_L007_R2_001.fastq.gz	CLL_05-76_S94_L007	NXOXIWLR
CLL_05-76_S98_L006_R1_001.fastq.gz	CLL_05-76_S98_L006_R2_001.fastq.gz	CLL_05-76_S98_L006	ABOEIVKH
CLL_05-76_S9_L006_R1_001.fastq.gz	CLL_05-76_S9_L006_R2_001.fastq.gz	CLL_05-76_S9_L006	IAXTPIZW
CLL_10-7434_S100_L001_R1_001.fastq.gz	CLL_10-7434_S100_L001_R2_001.fastq.gz	CLL_10-7434_S100_L001	ATOGVFHG
CLL_10-7434_S100_L006_R1_001.fastq.gz	CLL_10-7434_S100_L006_R2_001.fastq.gz	CLL_10-7434_S100_L006	KGTRDFBV
CLL_10-7434_S102_L001_R1_001.fastq.gz	CLL_10-7434_S102_L001_R2_001.fastq.gz	CLL_10-7434_S102_L001	BYVPOSHZ
CLL_10-7434_S102_L007_R1_001.fastq.gz	CLL_10-7434_S102_L007_R2_001.fastq.gz	CLL_10-7434_S102_L007	SXSGZJUF
CLL_10-7434_S106_L006_R1_001.fastq.gz	CLL_10-7434_S106_L006_R2_001.fastq.gz	CLL_10-7434_S106_L006	AKXLGFEX
CLL_10-7434_S107_L001_R1_001.fastq.gz	CLL_10-7434_S107_L001_R2_001.fastq.gz	CLL_10-7434_S107_L001	TLJIDAIV
CLL_10-7434_S108_L001_R1_001.fastq.gz	CLL_10-7434_S108_L001_R2_001.fastq.gz	CLL_10-7434_S108_L001	RXQTPUKE
CLL_10-7434_S108_L007_R1_001.fastq.gz	CLL_10-7434_S108_L007_R2_001.fastq.gz	CLL_10-7434_S108_L007	YZBUDDEU
CLL_10-7434_S109_L007_R1_001.fastq.gz	CLL_10-7434_S109_L007_R2_001.fastq.gz	CLL_10-7434_S109_L007	HONZZPCU
CLL_10-7434_S10_L001_R1_001.fastq.gz	CLL_10-7434_S10_L001_R2_001.fastq.gz	CLL_10-7434_S10_L001	JBGHNZZW
CLL_10-7434_S110_L007_R1_001.fastq.gz	CLL_10-7434_S110_L007_R2_001.fastq.gz	CLL_10-7434_S110_L007	BKUFLBWD
CLL_10-7434_S111_L007_R1_001.fastq.gz	CLL_10-7434_S111_L007_R2_001.fastq.gz	CLL_10-7434_S111_L007	CFLSHNNJ
CLL_10-7434_S112_L001_R1_001.fastq.gz	CLL_10-7434_S112_L001_R2_001.fastq.gz	CLL_10-7434_S112_L001	QURTYHZT
CLL_10-7434_S112_L006_R1_001.fastq.gz	CLL_10-7434_S112_L006_R2_001.fastq.gz	CLL_10-7434_S112_L006	LJVTYPXC
CLL_10-7434_S115_L007_R1_001.fastq.gz	CLL_10-7434_S115_L007_R2_001.fastq.gz	CLL_10-7434_S115_L007	AJNSWPHA
CLL_10-7434_S117_L006_R1_001.fastq.gz	CLL_10-7434_S117_L006_R2_001.fastq.gz	CLL_10-7434_S117_L006	JSEDFKAO
CLL_10-7434_S118_L006_R1_001.fastq.gz	CLL_10-7434_S118_L006_R2_001.fastq.gz	CLL_10-7434_S118_L006	JJRKPQUL
CLL_10-7434_S119_L007_R1_001.fastq.gz	CLL_10-7434_S119_L007_R2_001.fastq.gz	CLL_10-7434_S119_L007	IDJPHJYT
CLL_10-7434_S120_L007_R1_001.fastq.gz	CLL_10-7434_S120_L007_R2_001.fastq.gz	CLL_10-7434_S120_L007	ZLFJUECU
CLL_10-7434_S122_L006_R1_001.fastq.gz	CLL_10-7434_S122_L006_R2_001.fastq.gz	CLL_10-7434_S122_L006	DFPYIHXH
CLL_10-7434_S124_L001_R1_001.fastq.gz	CLL_10-7434_S124_L001_R2_001.fastq.gz	CLL_10-7434_S124_L001	PVYMYSBT
CLL_10-7434_S127_L007_R1_001.fastq.gz	CLL_10-7434_S127_L007_R2_001.fastq.gz	CLL_10-7434_S127_L007	SBFCTCPF
CLL_10-7434_S132_L007_R1_001.fastq.gz	CLL_10-7434_S132_L007_R2_001.fastq.gz	CLL_10-7434_S132_L007	BNEFNFDG
CLL_10-7434_S134_L007_R1_001.fastq.gz	CLL_10-7434_S134_L007_R2_001.fastq.gz	CLL_10-7434_S134_L007	ZYYUOCEI
CLL_10-7434_S136_L006_R1_001.fastq.gz	CLL_10-7434_S136_L006_R2_001.fastq.gz	CLL_10-7434_S136_L006	ZHIQWWPM
CLL_10-7434_S136_L007_R1_001.fastq.gz	CLL_10-7434_S136_L007_R2_001.fastq.gz	CLL_10-7434_S136_L007	NLEVHJYS
CLL_10-7434_S137_L007_R1_001.fastq.gz	CLL_10-7434_S137_L007_R2_001.fastq.gz	CLL_10-7434_S137_L007	SKSTTNFH
CLL_10-7434_S139_L006_R1_001.fastq.gz	CLL_10-7434_S139_L006_R2_001.fastq.gz	CLL_10-7434_S139_L006	OEFLATLH
CLL_10-7434_S13_L001_R1_001.fastq.gz	CLL_10-7434_S13_L001_R2_001.fastq.gz	CLL_10-7434_S13_L001	JBLMGZUA
CLL_10-7434_S140_L001_R1_001.fastq.gz	CLL_10-7434_S140_L001_R2_001.fastq.gz	CLL_10-7434_S140_L001	JCHNBKUJ
CLL_10-7434_S141_L001_R1_001.fastq.gz	CLL_10-7434_S141_L001_R2_001.fastq.gz	CLL_10-7434_S141_L001	MGVYOGQL
CLL_10-7434_S142_L007_R1_001.fastq.gz	CLL_10-7434_S142_L007_R2_001.fastq.gz	CLL_10-7434_S142_L007	TNFQVQLA
CLL_10-7434_S143_L001_R1_001.fastq.gz	CLL_10-7434_S143_L001_R2_001.fastq.gz	CLL_10-7434_S143_L001	YUKJYKSN
CLL_10-7434_S143_L006_R1_001.fastq.gz	CLL_10-7434_S143_L006_R2_001.fastq.gz	CLL_10-7434_S143_L006	SKVVLEWE
CLL_10-7434_S143_L007_R1_001.fastq.gz	CLL_10-7434_S143_L007_R2_001.fastq.gz	CLL_10-7434_S143_L007	ECJXXBRP
CLL_10-7434_S145_L001_R1_001.fastq.gz	CLL_10-7434_S145_L001_R2_001.fastq.gz	CLL_10-7434_S145_L001	COWPCNXR
CLL_10-7434_S146_L007_R1_001.fastq.gz	CLL_10-7434_S146_L007_R2_001.fastq.gz	CLL_10-7434_S146_L007	HERDUYZX
CLL_10-7434_S147_L006_R1_001.fastq.gz	CLL_10-7434_S147_L006_R2_001.fastq.gz	CLL_10-7434_S147_L006	PZYPMILE
CLL_10-7434_S14_L001_R1_001.fastq.gz	CLL_10-7434_S14_L001_R2_001.fastq.gz	CLL_10-7434_S14_L001	AHRSAKFD
CLL_10-7434_S14_L007_R1_001.fastq.gz	CLL_10-7434_S14_L007_R2_001.fastq.gz	CLL_10-7434_S14_L007	MHXBVMKQ
CLL_10-7434_S151_L007_R1_001.fastq.gz	CLL_10-7434_S151_L007_R2_001.fastq.gz	CLL_10-7434_S151_L007	BVTCGRNJ
CLL_10-7434_S154_L001_R1_001.fastq.gz	CLL_10-7434_S154_L001_R2_001.fastq.gz	CLL_10-7434_S154_L001	GTDJRIUJ
CLL_10-7434_S154_L006_R1_001.fastq.gz	CLL_10-7434_S154_L006_R2_001.fastq.gz	CLL_10-7434_S154_L006	BSXHHXQY
CLL_10-7434_S155_L007_R1_001.fastq.gz	CLL_10-7434_S155_L007_R2_001.fastq.gz	CLL_10-7434_S155_L007	PUTBMYDA
CLL_10-7434_S156_L006_R1_001.fastq.gz	CLL_10-7434_S156_L006_R2_001.fastq.gz	CLL_10-7434_S156_L006	EQKSGLTA
CLL_10-7434_S157_L001_R1_001.fastq.gz	CLL_10-7434_S157_L001_R2_001.fastq.gz	CLL_10-7434_S157_L001	ZIQFFSVN
CLL_10-7434_S159_L001_R1_001.fastq.gz	CLL_10-7434_S159_L001_R2_001.fastq.gz	CLL_10-7434_S159_L001	BAUHBXPD
CLL_10-7434_S159_L007_R1_001.fastq.gz	CLL_10-7434_S159_L007_R2_001.fastq.gz	CLL_10-7434_S159_L007	WOMNFIEF
CLL_10-7434_S15_L001_R1_001.fastq.gz	CLL_10-7434_S15_L001_R2_001.fastq.gz	CLL_10-7434_S15_L001	NELIKMVX
CLL_10-7434_S15_L007_R1_001.fastq.gz	CLL_10-7434_S15_L007_R2_001.fastq.gz	CLL_10-7434_S15_L007	WOAPEIQG
CLL_10-7434_S160_L006_R1_001.fastq.gz	CLL_10-7434_S160_L006_R2_001.fastq.gz	CLL_10-7434_S160_L006	CADNHQFV
CLL_10-7434_S161_L006_R1_001.fastq.gz	CLL_10-7434_S161_L006_R2_001.fastq.gz	CLL_10-7434_S161_L006	ZJDEOITG
CLL_10-7434_S161_L007_R1_001.fastq.gz	CLL_10-7434_S161_L007_R2_001.fastq.gz	CLL_10-7434_S161_L007	OSMCSRPI
CLL_10-7434_S162_L001_R1_001.fastq.gz	CLL_10-7434_S162_L001_R2_001.fastq.gz	CLL_10-7434_S162_L001	CKRYQPBL
CLL_10-7434_S163_L001_R1_001.fastq.gz	CLL_10-7434_S163_L001_R2_001.fastq.gz	CLL_10-7434_S163_L001	DEUIQPYS
CLL_10-7434_S165_L006_R1_001.fastq.gz	CLL_10-7434_S165_L006_R2_001.fastq.gz	CLL_10-7434_S165_L006	CTVVHFLC
CLL_10-7434_S166_L001_R1_001.fastq.gz	CLL_10-7434_S166_L001_R2_001.fastq.gz	CLL_10-7434_S166_L001	WBTYJLBP
CLL_10-7434_S167_L006_R1_001.fastq.gz	CLL_10-7434_S167_L006_R2_001.fastq.gz	CLL_10-7434_S167_L006	LZPRGABH
CLL_10-7434_S169_L006_R1_001.fastq.gz	CLL_10-7434_S169_L006_R2_001.fastq.gz	CLL_10-7434_S169_L006	MJJTYYGP
CLL_10-7434_S169_L007_R1_001.fastq.gz	CLL_10-7434_S169_L007_R2_001.fastq.gz	CLL_10-7434_S169_L007	SOKKLYIO
CLL_10-7434_S170_L001_R1_001.fastq.gz	CLL_10-7434_S170_L001_R2_001.fastq.gz	CLL_10-7434_S170_L001	JEGMWMYC
CLL_10-7434_S172_L001_R1_001.fastq.gz	CLL_10-7434_S172_L001_R2_001.fastq.gz	CLL_10-7434_S172_L001	HZQWMYZA
CLL_10-7434_S172_L007_R1_001.fastq.gz	CLL_10-7434_S172_L007_R2_001.fastq.gz	CLL_10-7434_S172_L007	VXXESCLH
CLL_10-7434_S174_L006_R1_001.fastq.gz	CLL_10-7434_S174_L006_R2_001.fastq.gz	CLL_10-7434_S174_L006	HHHPYVNL
CLL_10-7434_S175_L007_R1_001.fastq.gz	CLL_10-7434_S175_L007_R2_001.fastq.gz	CLL_10-7434_S175_L007	KIJXMSOI
CLL_10-7434_S178_L007_R1_001.fastq.gz	CLL_10-7434_S178_L007_R2_001.fastq.gz	CLL_10-7434_S178_L007	OTAZLCQH
CLL_10-7434_S179_L001_R1_001.fastq.gz	CLL_10-7434_S179_L001_R2_001.fastq.gz	CLL_10-7434_S179_L001	LDEIZOQH
CLL_10-7434_S179_L007_R1_001.fastq.gz	CLL_10-7434_S179_L007_R2_001.fastq.gz	CLL_10-7434_S179_L007	LTHOAIEU
CLL_10-7434_S180_L006_R1_001.fastq.gz	CLL_10-7434_S180_L006_R2_001.fastq.gz	CLL_10-7434_S180_L006	KEULKABK
CLL_10-7434_S180_L007_R1_001.fastq.gz	CLL_10-7434_S180_L007_R2_001.fastq.gz	CLL_10-7434_S180_L007	IUOHKHEE
CLL_10-7434_S181_L007_R1_001.fastq.gz	CLL_10-7434_S181_L007_R2_001.fastq.gz	CLL_10-7434_S181_L007	YCLQRSDS
CLL_10-7434_S182_L006_R1_001.fastq.gz	CLL_10-7434_S182_L006_R2_001.fastq.gz	CLL_10-7434_S182_L006	LECQQVOP
CLL_10-7434_S184_L001_R1_001.fastq.gz	CLL_10-7434_S184_L001_R2_001.fastq.gz	CLL_10-7434_S184_L001	PCEQKBMY
CLL_10-7434_S184_L006_R1_001.fastq.gz	CLL_10-7434_S184_L006_R2_001.fastq.gz	CLL_10-7434_S184_L006	UUMCCXVJ
CLL_10-7434_S185_L006_R1_001.fastq.gz	CLL_10-7434_S185_L006_R2_001.fastq.gz	CLL_10-7434_S185_L006	KHWGNELN
CLL_10-7434_S185_L007_R1_001.fastq.gz	CLL_10-7434_S185_L007_R2_001.fastq.gz	CLL_10-7434_S185_L007	WSXWCHHU
CLL_10-7434_S186_L001_R1_001.fastq.gz	CLL_10-7434_S186_L001_R2_001.fastq.gz	CLL_10-7434_S186_L001	WQSNSBEY
CLL_10-7434_S186_L006_R1_001.fastq.gz	CLL_10-7434_S186_L006_R2_001.fastq.gz	CLL_10-7434_S186_L006	HBIAKJNP
CLL_10-7434_S187_L007_R1_001.fastq.gz	CLL_10-7434_S187_L007_R2_001.fastq.gz	CLL_10-7434_S187_L007	ZNVRXJZJ
CLL_10-7434_S189_L006_R1_001.fastq.gz	CLL_10-7434_S189_L006_R2_001.fastq.gz	CLL_10-7434_S189_L006	ZOTHQESG
CLL_10-7434_S191_L001_R1_001.fastq.gz	CLL_10-7434_S191_L001_R2_001.fastq.gz	CLL_10-7434_S191_L001	ZBESYHIM
CLL_10-7434_S193_L007_R1_001.fastq.gz	CLL_10-7434_S193_L007_R2_001.fastq.gz	CLL_10-7434_S193_L007	HQAVOFFR
CLL_10-7434_S194_L006_R1_001.fastq.gz	CLL_10-7434_S194_L006_R2_001.fastq.gz	CLL_10-7434_S194_L006	OAZRIGZI
CLL_10-7434_S198_L006_R1_001.fastq.gz	CLL_10-7434_S198_L006_R2_001.fastq.gz	CLL_10-7434_S198_L006	GTWTELNB
CLL_10-7434_S199_L001_R1_001.fastq.gz	CLL_10-7434_S199_L001_R2_001.fastq.gz	CLL_10-7434_S199_L001	TPSNUPVR
CLL_10-7434_S200_L007_R1_001.fastq.gz	CLL_10-7434_S200_L007_R2_001.fastq.gz	CLL_10-7434_S200_L007	FTVKOPYJ
CLL_10-7434_S201_L001_R1_001.fastq.gz	CLL_10-7434_S201_L001_R2_001.fastq.gz	CLL_10-7434_S201_L001	ESLPIQVA
CLL_10-7434_S202_L001_R1_001.fastq.gz	CLL_10-7434_S202_L001_R2_001.fastq.gz	CLL_10-7434_S202_L001	IOLZVCHW
CLL_10-7434_S203_L001_R1_001.fastq.gz	CLL_10-7434_S203_L001_R2_001.fastq.gz	CLL_10-7434_S203_L001	SCYGSCOA
CLL_10-7434_S203_L007_R1_001.fastq.gz	CLL_10-7434_S203_L007_R2_001.fastq.gz	CLL_10-7434_S203_L007	RVJTCRQO
CLL_10-7434_S204_L001_R1_001.fastq.gz	CLL_10-7434_S204_L001_R2_001.fastq.gz	CLL_10-7434_S204_L001	MKQOPRZE
CLL_10-7434_S205_L006_R1_001.fastq.gz	CLL_10-7434_S205_L006_R2_001.fastq.gz	CLL_10-7434_S205_L006	JXNPMEIT
CLL_10-7434_S206_L001_R1_001.fastq.gz	CLL_10-7434_S206_L001_R2_001.fastq.gz	CLL_10-7434_S206_L001	HYGWPUOY
CLL_10-7434_S207_L001_R1_001.fastq.gz	CLL_10-7434_S207_L001_R2_001.fastq.gz	CLL_10-7434_S207_L001	XREYCSVL
CLL_10-7434_S207_L007_R1_001.fastq.gz	CLL_10-7434_S207_L007_R2_001.fastq.gz	CLL_10-7434_S207_L007	ZGLZOQFL
CLL_10-7434_S208_L007_R1_001.fastq.gz	CLL_10-7434_S208_L007_R2_001.fastq.gz	CLL_10-7434_S208_L007	IMWBJZQZ
CLL_10-7434_S209_L006_R1_001.fastq.gz	CLL_10-7434_S209_L006_R2_001.fastq.gz	CLL_10-7434_S209_L006	GEHVDCMN
CLL_10-7434_S20_L006_R1_001.fastq.gz	CLL_10-7434_S20_L006_R2_001.fastq.gz	CLL_10-7434_S20_L006	ODEYDBIB
CLL_10-7434_S210_L006_R1_001.fastq.gz	CLL_10-7434_S210_L006_R2_001.fastq.gz	CLL_10-7434_S210_L006	ZZVUGPVN
CLL_10-7434_S210_L007_R1_001.fastq.gz	CLL_10-7434_S210_L007_R2_001.fastq.gz	CLL_10-7434_S210_L007	UBZGIBQR
CLL_10-7434_S212_L001_R1_001.fastq.gz	CLL_10-7434_S212_L001_R2_001.fastq.gz	CLL_10-7434_S212_L001	NQWUHIEY
CLL_10-7434_S212_L006_R1_001.fastq.gz	CLL_10-7434_S212_L006_R2_001.fastq.gz	CLL_10-7434_S212_L006	OFTLTTPF
CLL_10-7434_S215_L007_R1_001.fastq.gz	CLL_10-7434_S215_L007_R2_001.fastq.gz	CLL_10-7434_S215_L007	VLGPTBIA
CLL_10-7434_S216_L007_R1_001.fastq.gz	CLL_10-7434_S216_L007_R2_001.fastq.gz	CLL_10-7434_S216_L007	SACGHFBQ
CLL_10-7434_S217_L006_R1_001.fastq.gz	CLL_10-7434_S217_L006_R2_001.fastq.gz	CLL_10-7434_S217_L006	CMNHDHQU
CLL_10-7434_S218_L001_R1_001.fastq.gz	CLL_10-7434_S218_L001_R2_001.fastq.gz	CLL_10-7434_S218_L001	GUCRQQJN
CLL_10-7434_S219_L006_R1_001.fastq.gz	CLL_10-7434_S219_L006_R2_001.fastq.gz	CLL_10-7434_S219_L006	YHBHCOPH
CLL_10-7434_S21_L006_R1_001.fastq.gz	CLL_10-7434_S21_L006_R2_001.fastq.gz	CLL_10-7434_S21_L006	MSQEKEHV
CLL_10-7434_S21_L007_R1_001.fastq.gz	CLL_10-7434_S21_L007_R2_001.fastq.gz	CLL_10-7434_S21_L007	MSGDEMUO
CLL_10-7434_S220_L007_R1_001.fastq.gz	CLL_10-7434_S220_L007_R2_001.fastq.gz	CLL_10-7434_S220_L007	AOOLWYGD
CLL_10-7434_S221_L001_R1_001.fastq.gz	CLL_10-7434_S221_L001_R2_001.fastq.gz	CLL_10-7434_S221_L001	SQSSVIUN
CLL_10-7434_S222_L006_R1_001.fastq.gz	CLL_10-7434_S222_L006_R2_001.fastq.gz	CLL_10-7434_S222_L006	TQAHEKRT
CLL_10-7434_S223_L001_R1_001.fastq.gz	CLL_10-7434_S223_L001_R2_001.fastq.gz	CLL_10-7434_S223_L001	MCQIIQYM
CLL_10-7434_S22_L001_R1_001.fastq.gz	CLL_10-7434_S22_L001_R2_001.fastq.gz	CLL_10-7434_S22_L001	AOGURVQG
CLL_10-7434_S22_L007_R1_001.fastq.gz	CLL_10-7434_S22_L007_R2_001.fastq.gz	CLL_10-7434_S22_L007	OHNCHLNR
CLL_10-7434_S234_L006_R1_001.fastq.gz	CLL_10-7434_S234_L006_R2_001.fastq.gz	CLL_10-7434_S234_L006	UGVXIFUC
CLL_10-7434_S235_L001_R1_001.fastq.gz	CLL_10-7434_S235_L001_R2_001.fastq.gz	CLL_10-7434_S235_L001	VZFXCWUQ
CLL_10-7434_S236_L006_R1_001.fastq.gz	CLL_10-7434_S236_L006_R2_001.fastq.gz	CLL_10-7434_S236_L006	YVKPLEDN
CLL_10-7434_S237_L006_R1_001.fastq.gz	CLL_10-7434_S237_L006_R2_001.fastq.gz	CLL_10-7434_S237_L006	GTJJSVVN
CLL_10-7434_S237_L007_R1_001.fastq.gz	CLL_10-7434_S237_L007_R2_001.fastq.gz	CLL_10-7434_S237_L007	GBNIPRGX
CLL_10-7434_S238_L006_R1_001.fastq.gz	CLL_10-7434_S238_L006_R2_001.fastq.gz	CLL_10-7434_S238_L006	RWDMVBKY
CLL_10-7434_S239_L007_R1_001.fastq.gz	CLL_10-7434_S239_L007_R2_001.fastq.gz	CLL_10-7434_S239_L007	ZVXXXGXA
CLL_10-7434_S23_L001_R1_001.fastq.gz	CLL_10-7434_S23_L001_R2_001.fastq.gz	CLL_10-7434_S23_L001	YFGIFCLB
CLL_10-7434_S241_L006_R1_001.fastq.gz	CLL_10-7434_S241_L006_R2_001.fastq.gz	CLL_10-7434_S241_L006	YZEMIXJJ
CLL_10-7434_S242_L001_R1_001.fastq.gz	CLL_10-7434_S242_L001_R2_001.fastq.gz	CLL_10-7434_S242_L001	EFPTXYSR
CLL_10-7434_S242_L006_R1_001.fastq.gz	CLL_10-7434_S242_L006_R2_001.fastq.gz	CLL_10-7434_S242_L006	NXWRCFZZ
CLL_10-7434_S243_L006_R1_001.fastq.gz	CLL_10-7434_S243_L006_R2_001.fastq.gz	CLL_10-7434_S243_L006	SGNLKMNK
CLL_10-7434_S243_L007_R1_001.fastq.gz	CLL_10-7434_S243_L007_R2_001.fastq.gz	CLL_10-7434_S243_L007	DFMSHFXG
CLL_10-7434_S244_L001_R1_001.fastq.gz	CLL_10-7434_S244_L001_R2_001.fastq.gz	CLL_10-7434_S244_L001	YPPRMQGR
CLL_10-7434_S247_L001_R1_001.fastq.gz	CLL_10-7434_S247_L001_R2_001.fastq.gz	CLL_10-7434_S247_L001	SIWJKQKW
CLL_10-7434_S247_L007_R1_001.fastq.gz	CLL_10-7434_S247_L007_R2_001.fastq.gz	CLL_10-7434_S247_L007	OYOYTFOB
CLL_10-7434_S24_L007_R1_001.fastq.gz	CLL_10-7434_S24_L007_R2_001.fastq.gz	CLL_10-7434_S24_L007	RYVLMOIS
CLL_10-7434_S251_L007_R1_001.fastq.gz	CLL_10-7434_S251_L007_R2_001.fastq.gz	CLL_10-7434_S251_L007	MXHEZESF
CLL_10-7434_S252_L001_R1_001.fastq.gz	CLL_10-7434_S252_L001_R2_001.fastq.gz	CLL_10-7434_S252_L001	EGILYNHW
CLL_10-7434_S255_L001_R1_001.fastq.gz	CLL_10-7434_S255_L001_R2_001.fastq.gz	CLL_10-7434_S255_L001	WKAMTFPO
CLL_10-7434_S255_L007_R1_001.fastq.gz	CLL_10-7434_S255_L007_R2_001.fastq.gz	CLL_10-7434_S255_L007	RNCBOEQE
CLL_10-7434_S258_L007_R1_001.fastq.gz	CLL_10-7434_S258_L007_R2_001.fastq.gz	CLL_10-7434_S258_L007	RMFMHFEU
CLL_10-7434_S260_L006_R1_001.fastq.gz	CLL_10-7434_S260_L006_R2_001.fastq.gz	CLL_10-7434_S260_L006	IPMMVNFZ
CLL_10-7434_S260_L007_R1_001.fastq.gz	CLL_10-7434_S260_L007_R2_001.fastq.gz	CLL_10-7434_S260_L007	BOVYFHRV
CLL_10-7434_S261_L006_R1_001.fastq.gz	CLL_10-7434_S261_L006_R2_001.fastq.gz	CLL_10-7434_S261_L006	TBTYOBIU
CLL_10-7434_S262_L001_R1_001.fastq.gz	CLL_10-7434_S262_L001_R2_001.fastq.gz	CLL_10-7434_S262_L001	DGJFNXWY
CLL_10-7434_S263_L006_R1_001.fastq.gz	CLL_10-7434_S263_L006_R2_001.fastq.gz	CLL_10-7434_S263_L006	KDVAIARA
CLL_10-7434_S264_L001_R1_001.fastq.gz	CLL_10-7434_S264_L001_R2_001.fastq.gz	CLL_10-7434_S264_L001	IZGDAUKP
CLL_10-7434_S265_L001_R1_001.fastq.gz	CLL_10-7434_S265_L001_R2_001.fastq.gz	CLL_10-7434_S265_L001	MBIDLJNG
CLL_10-7434_S265_L006_R1_001.fastq.gz	CLL_10-7434_S265_L006_R2_001.fastq.gz	CLL_10-7434_S265_L006	FUVPHKOJ
CLL_10-7434_S266_L001_R1_001.fastq.gz	CLL_10-7434_S266_L001_R2_001.fastq.gz	CLL_10-7434_S266_L001	TJIRFKJO
CLL_10-7434_S266_L006_R1_001.fastq.gz	CLL_10-7434_S266_L006_R2_001.fastq.gz	CLL_10-7434_S266_L006	HKGSNXET
CLL_10-7434_S267_L001_R1_001.fastq.gz	CLL_10-7434_S267_L001_R2_001.fastq.gz	CLL_10-7434_S267_L001	ENYDKTDE
CLL_10-7434_S268_L001_R1_001.fastq.gz	CLL_10-7434_S268_L001_R2_001.fastq.gz	CLL_10-7434_S268_L001	ESQFVBCE
CLL_10-7434_S268_L007_R1_001.fastq.gz	CLL_10-7434_S268_L007_R2_001.fastq.gz	CLL_10-7434_S268_L007	EMGZZZTE
CLL_10-7434_S269_L001_R1_001.fastq.gz	CLL_10-7434_S269_L001_R2_001.fastq.gz	CLL_10-7434_S269_L001	TLSTCZVD
CLL_10-7434_S271_L006_R1_001.fastq.gz	CLL_10-7434_S271_L006_R2_001.fastq.gz	CLL_10-7434_S271_L006	TUJZRMOM
CLL_10-7434_S271_L007_R1_001.fastq.gz	CLL_10-7434_S271_L007_R2_001.fastq.gz	CLL_10-7434_S271_L007	QNSANWQQ
CLL_10-7434_S273_L001_R1_001.fastq.gz	CLL_10-7434_S273_L001_R2_001.fastq.gz	CLL_10-7434_S273_L001	HCPDGPGK
CLL_10-7434_S274_L006_R1_001.fastq.gz	CLL_10-7434_S274_L006_R2_001.fastq.gz	CLL_10-7434_S274_L006	LQTUXYLY
CLL_10-7434_S275_L001_R1_001.fastq.gz	CLL_10-7434_S275_L001_R2_001.fastq.gz	CLL_10-7434_S275_L001	TDJQCDYE
CLL_10-7434_S277_L007_R1_001.fastq.gz	CLL_10-7434_S277_L007_R2_001.fastq.gz	CLL_10-7434_S277_L007	CKSYCPTT
CLL_10-7434_S279_L007_R1_001.fastq.gz	CLL_10-7434_S279_L007_R2_001.fastq.gz	CLL_10-7434_S279_L007	DKAZKIBE
CLL_10-7434_S280_L006_R1_001.fastq.gz	CLL_10-7434_S280_L006_R2_001.fastq.gz	CLL_10-7434_S280_L006	HVKDKOCC
CLL_10-7434_S281_L007_R1_001.fastq.gz	CLL_10-7434_S281_L007_R2_001.fastq.gz	CLL_10-7434_S281_L007	QKNZHNGL
CLL_10-7434_S282_L007_R1_001.fastq.gz	CLL_10-7434_S282_L007_R2_001.fastq.gz	CLL_10-7434_S282_L007	UAKYEANA
CLL_10-7434_S283_L001_R1_001.fastq.gz	CLL_10-7434_S283_L001_R2_001.fastq.gz	CLL_10-7434_S283_L001	RJDQGMQO
CLL_10-7434_S284_L001_R1_001.fastq.gz	CLL_10-7434_S284_L001_R2_001.fastq.gz	CLL_10-7434_S284_L001	HYWAZLUN
CLL_10-7434_S285_L007_R1_001.fastq.gz	CLL_10-7434_S285_L007_R2_001.fastq.gz	CLL_10-7434_S285_L007	FTNTDXCZ
CLL_10-7434_S289_L006_R1_001.fastq.gz	CLL_10-7434_S289_L006_R2_001.fastq.gz	CLL_10-7434_S289_L006	MKODOXCU
CLL_10-7434_S28_L001_R1_001.fastq.gz	CLL_10-7434_S28_L001_R2_001.fastq.gz	CLL_10-7434_S28_L001	DOKAUIFZ
CLL_10-7434_S290_L001_R1_001.fastq.gz	CLL_10-7434_S290_L001_R2_001.fastq.gz	CLL_10-7434_S290_L001	LHMERKOU
CLL_10-7434_S291_L006_R1_001.fastq.gz	CLL_10-7434_S291_L006_R2_001.fastq.gz	CLL_10-7434_S291_L006	SRPTFNHI
CLL_10-7434_S292_L007_R1_001.fastq.gz	CLL_10-7434_S292_L007_R2_001.fastq.gz	CLL_10-7434_S292_L007	IRNCMVHH
CLL_10-7434_S297_L001_R1_001.fastq.gz	CLL_10-7434_S297_L001_R2_001.fastq.gz	CLL_10-7434_S297_L001	CUTHFLHV
CLL_10-7434_S297_L006_R1_001.fastq.gz	CLL_10-7434_S297_L006_R2_001.fastq.gz	CLL_10-7434_S297_L006	HXGLCWOF
CLL_10-7434_S297_L007_R1_001.fastq.gz	CLL_10-7434_S297_L007_R2_001.fastq.gz	CLL_10-7434_S297_L007	OAAQJQFU
CLL_10-7434_S299_L006_R1_001.fastq.gz	CLL_10-7434_S299_L006_R2_001.fastq.gz	CLL_10-7434_S299_L006	NGXOBYIE
