subproject,library_id,index,donor_id,fastq_path_r1,fastq_path_r2,symbolic_link_r1,symbolic_link_r2,zUMI_barcode,plate,original_barcode,well,sample_id
CLL_52,AF9472,N702-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S505-NX-xt_2.fastq.gz,CLL_05-599_S7_L006_R1_001.fastq.gz,CLL_05-599_S7_L006_R2_001.fastq.gz,WHCVRQSB,P2460,P2460_N702-S505,CLL_05_599_C02,05/599
CLL_52,AG0582,N718-S507-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S507-NX-xt_2.fastq.gz,CLL_05-599_S175_L001_R1_001.fastq.gz,CLL_05-599_S175_L001_R2_001.fastq.gz,WHFCGWQR,P2469,P2469_N718-S507,CLL_05_599_E02,05/599
CLL_52,AG0041,N701-S517-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S517-NX-xt_2.fastq.gz,CLL_05-599_S157_L007_R1_001.fastq.gz,CLL_05-599_S157_L007_R2_001.fastq.gz,WIBBWZLF,P2466,P2466_N701-S517,CLL_05_599_D01,05/599
CLL_52,AF9635,N727-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S508-NX-xt_2.fastq.gz,CLL_14-2116_S22_L006_R1_001.fastq.gz,CLL_14-2116_S22_L006_R2_001.fastq.gz,WIQASCHB,P2461,P2461_N727-S508,CLL_14_2116_F10,14/2116
CLL_52,AF9884,N705-S510-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S510-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S510-NX-xt_2.fastq.gz,CLL_05-76_S140_L007_R1_001.fastq.gz,CLL_05-76_S140_L007_R2_001.fastq.gz,WJMANOYE,P2464,P2464_N705-S510,CLL_05_76_G05,05/76
CLL_52,AG0487,N702-S508-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S508-NX-xt_2.fastq.gz,CLL_05-599_S211_L001_R1_001.fastq.gz,CLL_05-599_S211_L001_R2_001.fastq.gz,WJQYRIRO,P2468,P2468_N702-S508,CLL_05_599_F02,05/599
CLL_52,AG0823,N724-S520-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S520-NX-xt_2.fastq.gz,CLL_10-7434_S255_L001_R1_001.fastq.gz,CLL_10-7434_S255_L001_R2_001.fastq.gz,WKAMTFPO,P2471,P2471_N724-S520,CLL_10_7434_F08,10/7434
CLL_52,AG0583,N718-S508-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S508-NX-xt_2.fastq.gz,CLL_05-599_S91_L001_R1_001.fastq.gz,CLL_05-599_S91_L001_R2_001.fastq.gz,WKUIHRPW,P2469,P2469_N718-S508,CLL_05_599_F02,05/599
CLL_52,AF9679,N704-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S515-NX-xt_2.fastq.gz,CLL_05-76_S201_L006_R1_001.fastq.gz,CLL_05-76_S201_L006_R2_001.fastq.gz,WKXHBCKC,P2462,P2462_N704-S515,CLL_05_76_B04,05/76
CLL_52,AF9978,N721-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S507-NX-xt_2.fastq.gz,CLL_05-76_S86_L007_R1_001.fastq.gz,CLL_05-76_S86_L007_R2_001.fastq.gz,WLLRKBKZ,P2465,P2465_N721-S507,CLL_05_76_E05,05/76
CLL_52,AF9844,N729-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S521-NX-xt_2.fastq.gz,CLL_14-2116_S67_L006_R1_001.fastq.gz,CLL_14-2116_S67_L006_R2_001.fastq.gz,WLUGXJBD,P2463,P2463_N729-S521,CLL_14_2116_G12,14/2116
CLL_52,AF9502,N706-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S502-NX-xt_2.fastq.gz,CLL_05-76_S349_L006_R1_001.fastq.gz,CLL_05-76_S349_L006_R2_001.fastq.gz,WMDUWALV,P2460,P2460_N706-S502,CLL_05_76_A06,05/76
CLL_52,AG0529,N707-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S511-NX-xt_2.fastq.gz,CLL_10-7434_S340_L001_R1_001.fastq.gz,CLL_10-7434_S340_L001_R2_001.fastq.gz,WMHGRBGE,P2468,P2468_N707-S511,CLL_10_7434_H07,10/7434
CLL_52,AG0686,N703-S518-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S518-NX-xt_2.fastq.gz,CLL_05-599_S298_L001_R1_001.fastq.gz,CLL_05-599_S298_L001_R2_001.fastq.gz,WNCKEYDU,P2470,P2470_N703-S518,CLL_05_599_E03,05/599
CLL_52,AF9922,N712-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S507-NX-xt_2.fastq.gz,CLL_14-2116_S20_L007_R1_001.fastq.gz,CLL_14-2116_S20_L007_R2_001.fastq.gz,WNIVZCHG,P2464,P2464_N712-S507,CLL_14_2116_E10,14/2116
CLL_52,AG0007,N726-S503-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S503-NX-xt_2.fastq.gz,CLL_10-7434_S15_L007_R1_001.fastq.gz,CLL_10-7434_S15_L007_R2_001.fastq.gz,WOAPEIQG,P2465,P2465_N726-S503,CLL_10_7434_B09,10/7434
CLL_52,AF9735,N714-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S515-NX-xt_2.fastq.gz,CLL_14-2116_S285_L006_R1_001.fastq.gz,CLL_14-2116_S285_L006_R2_001.fastq.gz,WOIROVSI,P2462,P2462_N714-S515,CLL_14_2116_B11,14/2116
CLL_52,AG0200,N726-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S516-NX-xt_2.fastq.gz,CLL_10-7434_S97_L007_R1_001.fastq.gz,CLL_10-7434_S97_L007_R2_001.fastq.gz,WOKGYXNC,P2467,P2467_N726-S516,CLL_10_7434_C09,10/7434
CLL_52,AG0091,N707-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S520-NX-xt_2.fastq.gz,CLL_10-7434_S159_L007_R1_001.fastq.gz,CLL_10-7434_S159_L007_R2_001.fastq.gz,WOMNFIEF,P2466,P2466_N707-S520,CLL_10_7434_F07,10/7434
CLL_52,AF9957,N718-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S511-NX-xt_2.fastq.gz,CLL_05-599_S174_L007_R1_001.fastq.gz,CLL_05-599_S174_L007_R2_001.fastq.gz,WPKNGABJ,P2465,P2465_N718-S511,CLL_05_599_H02,05/599
CLL_52,AF9794,N722-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S518-NX-xt_2.fastq.gz,CLL_05-76_S46_L006_R1_001.fastq.gz,CLL_05-76_S46_L006_R2_001.fastq.gz,WPRQDPHH,P2463,P2463_N722-S518,CLL_05_76_E06,05/76
CLL_52,AF9831,N728-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S515-NX-xt_2.fastq.gz,CLL_14-2116_S300_L006_R1_001.fastq.gz,CLL_14-2116_S300_L006_R2_001.fastq.gz,WQDHOMXT,P2463,P2463_N728-S515,CLL_14_2116_B11,14/2116
CLL_52,AG0633,N724-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S511-NX-xt_2.fastq.gz,CLL_10-7434_S186_L001_R1_001.fastq.gz,CLL_10-7434_S186_L001_R2_001.fastq.gz,WQSNSBEY,P2469,P2469_N724-S511,CLL_10_7434_H08,10/7434
CLL_52,AF9677,N703-S522-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S522-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S522-NX-xt_2.fastq.gz,CLL_05-599_S273_L006_R1_001.fastq.gz,CLL_05-599_S273_L006_R2_001.fastq.gz,WRFMKXUD,P2462,P2462_N703-S522,CLL_05_599_H03,05/599
CLL_52,AF9565,N716-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S511-NX-xt_2.fastq.gz,empty_S240_L006_R1_001.fastq.gz,empty_S240_L006_R2_001.fastq.gz,WRJXKIHX,P2461,P2461_N716-S511,empty_H01,empty
CLL_52,AG0638,N726-S507-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S507-NX-xt_2.fastq.gz,CLL_10-7434_S70_L001_R1_001.fastq.gz,CLL_10-7434_S70_L001_R2_001.fastq.gz,WRYLYRLF,P2469,P2469_N726-S507,CLL_10_7434_E09,10/7434
CLL_52,AG0160,N720-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S516-NX-xt_2.fastq.gz,CLL_05-76_S182_L007_R1_001.fastq.gz,CLL_05-76_S182_L007_R2_001.fastq.gz,WSFTTVCJ,P2467,P2467_N720-S516,CLL_05_76_C04,05/76
CLL_52,AG0058,N703-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S518-NX-xt_2.fastq.gz,CLL_05-599_S287_L007_R1_001.fastq.gz,CLL_05-599_S287_L007_R2_001.fastq.gz,WSGCWYCH,P2466,P2466_N703-S518,CLL_05_599_E03,05/599
CLL_52,AF9518,N710-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N710-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N710-S502-NX-xt_2.fastq.gz,CLL_10-7434_S99_L006_R1_001.fastq.gz,CLL_10-7434_S99_L006_R2_001.fastq.gz,WSSAAYXA,P2460,P2460_N710-S502,CLL_10_7434_A08,10/7434
CLL_52,AG0099,N710-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S520-NX-xt_2.fastq.gz,CLL_10-7434_S185_L007_R1_001.fastq.gz,CLL_10-7434_S185_L007_R2_001.fastq.gz,WSXWCHHU,P2466,P2466_N710-S520,CLL_10_7434_F08,10/7434
CLL_52,AF9596,N721-S510-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S510-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S510-NX-xt_2.fastq.gz,CLL_05-76_S109_L006_R1_001.fastq.gz,CLL_05-76_S109_L006_R2_001.fastq.gz,WTPNUJKZ,P2461,P2461_N721-S510,CLL_05_76_G05,05/76
CLL_52,AF9778,N720-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S518-NX-xt_2.fastq.gz,CLL_05-76_S302_L006_R1_001.fastq.gz,CLL_05-76_S302_L006_R2_001.fastq.gz,WTWPNAFK,P2463,P2463_N720-S518,CLL_05_76_E04,05/76
CLL_52,AF9639,N728-S503-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S503-NX-xt_2.fastq.gz,CLL_14-2116_S203_L006_R1_001.fastq.gz,CLL_14-2116_S203_L006_R2_001.fastq.gz,WUFFOMMX,P2461,P2461_N728-S503,CLL_14_2116_B11,14/2116
CLL_52,AG0003,N724-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S508-NX-xt_2.fastq.gz,CLL_10-7434_S336_L007_R1_001.fastq.gz,CLL_10-7434_S336_L007_R2_001.fastq.gz,WVVFYKLO,P2465,P2465_N724-S508,CLL_10_7434_F08,10/7434
CLL_52,AG0565,N715-S506-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S506-NX-xt_2.fastq.gz,CLL_14-2116_S299_L001_R1_001.fastq.gz,CLL_14-2116_S299_L001_R2_001.fastq.gz,WVYLRYXO,P2468,P2468_N715-S506,CLL_14_2116_D12,14/2116
CLL_52,AG0603,N721-S503-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S503-NX-xt_2.fastq.gz,CLL_05-76_S361_L001_R1_001.fastq.gz,CLL_05-76_S361_L001_R2_001.fastq.gz,WWEQWSTP,P2469,P2469_N721-S503,CLL_05_76_B05,05/76
CLL_52,AF9538,N712-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S507-NX-xt_2.fastq.gz,CLL_14-2116_S380_L006_R1_001.fastq.gz,CLL_14-2116_S380_L006_R2_001.fastq.gz,WWOKZEHW,P2460,P2460_N712-S507,CLL_14_2116_E10,14/2116
CLL_52,AF9684,N704-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S521-NX-xt_2.fastq.gz,CLL_05-76_S218_L006_R1_001.fastq.gz,CLL_05-76_S218_L006_R2_001.fastq.gz,WWYNHJYI,P2462,P2462_N704-S521,CLL_05_76_G04,05/76
CLL_52,AF9795,N722-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S520-NX-xt_2.fastq.gz,CLL_05-76_S361_L006_R1_001.fastq.gz,CLL_05-76_S361_L006_R2_001.fastq.gz,WXIZXPZP,P2463,P2463_N722-S520,CLL_05_76_F06,05/76
CLL_52,AG0088,N707-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S516-NX-xt_2.fastq.gz,CLL_10-7434_S370_L007_R1_001.fastq.gz,CLL_10-7434_S370_L007_R2_001.fastq.gz,WZVTZMWX,P2466,P2466_N707-S516,CLL_10_7434_C07,10/7434
CLL_52,AG0221,N728-S522-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S522-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S522-NX-xt_2.fastq.gz,CLL_14-2116_S98_L007_R1_001.fastq.gz,CLL_14-2116_S98_L007_R2_001.fastq.gz,XCMMPAFU,P2467,P2467_N728-S522,CLL_14_2116_H11,14/2116
CLL_52,AG0773,N718-S517-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S517-NX-xt_2.fastq.gz,CLL_05-599_S234_L001_R1_001.fastq.gz,CLL_05-599_S234_L001_R2_001.fastq.gz,XCUOYIDM,P2471,P2471_N718-S517,CLL_05_599_D02,05/599
CLL_52,AF9859,N702-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S508-NX-xt_2.fastq.gz,CLL_05-599_S274_L007_R1_001.fastq.gz,CLL_05-599_S274_L007_R2_001.fastq.gz,XCXMRCUS,P2464,P2464_N702-S508,CLL_05_599_F02,05/599
CLL_52,AG0760,N715-S521-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S521-NX-xt_2.fastq.gz,CLL_14-2116_S373_L001_R1_001.fastq.gz,CLL_14-2116_S373_L001_R2_001.fastq.gz,XCYPEZPW,P2470,P2470_N715-S521,CLL_14_2116_G12,14/2116
CLL_52,AF9578,N719-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S507-NX-xt_2.fastq.gz,CLL_05-599_S350_L006_R1_001.fastq.gz,CLL_05-599_S350_L006_R2_001.fastq.gz,XDPAKRGL,P2461,P2461_N719-S507,CLL_05_599_E03,05/599
CLL_52,AG0152,N719-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S516-NX-xt_2.fastq.gz,CLL_05-599_S241_L007_R1_001.fastq.gz,CLL_05-599_S241_L007_R2_001.fastq.gz,XDQQIMEV,P2467,P2467_N719-S516,CLL_05_599_C03,05/599
CLL_52,AF9464,N701-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S505-NX-xt_2.fastq.gz,CLL_05-599_S12_L006_R1_001.fastq.gz,CLL_05-599_S12_L006_R2_001.fastq.gz,XEBLGIRH,P2460,P2460_N701-S505,CLL_05_599_C01,05/599
CLL_52,AF9734,N714-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S513-NX-xt_2.fastq.gz,CLL_14-2116_S253_L006_R1_001.fastq.gz,CLL_14-2116_S253_L006_R2_001.fastq.gz,XEEXQOAM,P2462,P2462_N714-S513,CLL_14_2116_A11,14/2116
CLL_52,AF9698,N706-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S518-NX-xt_2.fastq.gz,CLL_05-76_S162_L006_R1_001.fastq.gz,CLL_05-76_S162_L006_R2_001.fastq.gz,XELCHUFQ,P2462,P2462_N706-S518,CLL_05_76_E06,05/76
CLL_52,AF9605,N722-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S511-NX-xt_2.fastq.gz,CLL_05-76_S49_L006_R1_001.fastq.gz,CLL_05-76_S49_L006_R2_001.fastq.gz,XFACUWVI,P2461,P2461_N722-S511,CLL_05_76_H06,05/76
CLL_52,AG0071,N705-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S515-NX-xt_2.fastq.gz,CLL_05-76_S311_L007_R1_001.fastq.gz,CLL_05-76_S311_L007_R2_001.fastq.gz,XIEMMTWN,P2466,P2466_N705-S515,CLL_05_76_B05,05/76
CLL_52,AF9672,N703-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S516-NX-xt_2.fastq.gz,CLL_05-599_S352_L006_R1_001.fastq.gz,CLL_05-599_S352_L006_R2_001.fastq.gz,XIQOPBIT,P2462,P2462_N703-S516,CLL_05_599_C03,05/599
CLL_52,AF9473,N702-S506-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S506-NX-xt_2.fastq.gz,CLL_05-599_S376_L006_R1_001.fastq.gz,CLL_05-599_S376_L006_R2_001.fastq.gz,XIVBRDGS,P2460,P2460_N702-S506,CLL_05_599_D02,05/599
CLL_52,AF9823,N727-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S515-NX-xt_2.fastq.gz,CLL_14-2116_S333_L006_R1_001.fastq.gz,CLL_14-2116_S333_L006_R2_001.fastq.gz,XJDROBTD,P2463,P2463_N727-S515,CLL_14_2116_B10,14/2116
CLL_52,AF9780,N720-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S521-NX-xt_2.fastq.gz,CLL_05-76_S262_L006_R1_001.fastq.gz,CLL_05-76_S262_L006_R2_001.fastq.gz,XKNMLKVZ,P2463,P2463_N720-S521,CLL_05_76_G04,05/76
CLL_52,AG0032,N729-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S505-NX-xt_2.fastq.gz,CLL_14-2116_S139_L007_R1_001.fastq.gz,CLL_14-2116_S139_L007_R2_001.fastq.gz,XLXHWVQK,P2465,P2465_N729-S505,CLL_14_2116_C12,14/2116
CLL_52,AG0196,N724-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S521-NX-xt_2.fastq.gz,CLL_10-7434_S321_L007_R1_001.fastq.gz,CLL_10-7434_S321_L007_R2_001.fastq.gz,XMCYVICA,P2467,P2467_N724-S521,CLL_10_7434_G08,10/7434
